"salary","years_exp","sex","bank_loan"
1626,29,"Man","Yes"
1878,15,"Man","Yes"
1689,23,"Man","Yes"
1570,20,"Man","Yes"
1067,13,"Man","No"
1187,12,"Woman","No"
1124,24,"Woman","No"
1738,18,"Man","Yes"
1334,17,"Woman","No"
1654,22,"Woman","No"
1602,15,"Man","No"
1413,9,"Woman","No"
1663,19,"Man","Yes"
988,26,"Woman","No"
1265,20,"Man","No"
1348,18,"Man","No"
1775,27,"Man","Yes"
1695,30,"Man","Yes"
1335,25,"Man","Yes"
1452,15,"Woman","No"
1290,22,"Woman","No"
1705,25,"Man","Yes"
1594,17,"Man","No"
1375,26,"Man","Yes"
1742,23,"Man","Yes"
1209,12,"Woman","No"
1396,20,"Woman","No"
1106,19,"Man","No"
926,21,"Woman","No"
1242,14,"Man","No"
1858,11,"Man","No"
1683,9,"Woman","No"
1461,21,"Man","No"
1474,8,"Man","No"
1591,25,"Woman","Yes"
1567,19,"Woman","No"
1609,18,"Man","No"
1657,28,"Man","Yes"
1293,27,"Woman","No"
1493,18,"Woman","No"
1635,15,"Man","No"
1874,11,"Woman","No"
1470,16,"Man","No"
1102,16,"Man","No"
1836,25,"Woman","Yes"
1666,21,"Woman","No"
1675,23,"Man","Yes"
1391,22,"Man","No"
1545,15,"Man","No"
1006,12,"Woman","No"
1402,20,"Woman","No"
1477,21,"Man","No"
1807,15,"Woman","No"
1669,23,"Woman","Yes"
1503,27,"Woman","Yes"
1860,14,"Woman","No"
1407,12,"Man","No"
1404,26,"Man","Yes"
1346,17,"Man","No"
1437,13,"Woman","No"
1685,11,"Woman","No"
2085,16,"Woman","No"
1258,29,"Man","Yes"
1100,18,"Woman","No"
1154,25,"Man","No"
1307,19,"Woman","No"
1440,28,"Woman","Yes"
1622,29,"Man","Yes"
1064,18,"Woman","No"
1955,12,"Man","No"
1623,18,"Woman","No"
1060,25,"Woman","No"
1459,18,"Woman","No"
1831,8,"Man","No"
1706,22,"Man","Yes"
1520,22,"Man","Yes"
1602,20,"Man","Yes"
1481,18,"Man","No"
1730,15,"Woman","No"
1692,21,"Man","Yes"
1707,13,"Woman","No"
1072,24,"Woman","No"
1205,18,"Woman","No"
2305,19,"Man","Yes"
1590,24,"Man","Yes"
1742,19,"Woman","No"
1700,25,"Man","Yes"
1625,22,"Woman","No"
1317,19,"Woman","No"
1571,15,"Woman","No"
1676,21,"Man","Yes"
1661,16,"Woman","No"
1771,12,"Man","No"
1656,21,"Man","Yes"
692,18,"Man","No"
1450,15,"Woman","No"
1418,23,"Man","Yes"
1642,18,"Woman","No"
1322,16,"Woman","No"
1602,13,"Woman","No"
1628,14,"Man","No"
822,14,"Woman","No"
2366,25,"Woman","Yes"
1397,23,"Man","Yes"
1474,20,"Man","No"
2263,18,"Man","Yes"
1726,21,"Woman","No"
1341,20,"Man","No"
1178,9,"Woman","No"
1401,32,"Man","Yes"
1853,20,"Man","Yes"
1206,30,"Man","Yes"
1559,15,"Man","No"
1809,11,"Woman","No"
999,17,"Woman","No"
1787,22,"Woman","Yes"
1250,15,"Man","No"
1318,31,"Woman","Yes"
1640,23,"Man","Yes"
1726,17,"Woman","No"
1848,12,"Woman","No"
1445,16,"Man","No"
707,21,"Woman","No"
1600,15,"Man","No"
1337,20,"Woman","No"
1989,19,"Man","Yes"
1806,14,"Man","No"
1844,18,"Man","Yes"
1241,22,"Woman","No"
1315,25,"Woman","No"
1420,25,"Man","Yes"
1590,22,"Woman","No"
2117,22,"Woman","Yes"
1511,16,"Man","No"
1647,18,"Man","No"
1583,17,"Woman","No"
1603,16,"Woman","No"
1407,23,"Man","Yes"
1910,19,"Woman","Yes"
1653,22,"Woman","No"
2140,14,"Woman","No"
1277,25,"Woman","No"
1871,23,"Man","Yes"
1776,11,"Woman","No"
1562,27,"Man","Yes"
1303,18,"Woman","No"
2072,19,"Man","Yes"
1114,18,"Man","No"
1608,15,"Man","No"
1587,14,"Man","No"
1550,18,"Woman","No"
1110,12,"Woman","No"
1498,19,"Man","No"
1634,23,"Woman","No"
1809,22,"Man","Yes"
1904,26,"Woman","Yes"
1548,19,"Man","No"
1804,10,"Man","No"
1623,20,"Man","Yes"
1811,16,"Woman","No"
1613,20,"Woman","No"
736,21,"Woman","No"
1074,26,"Woman","No"
1970,24,"Woman","Yes"
922,17,"Man","No"
1359,14,"Man","No"
1745,22,"Man","Yes"
1374,19,"Man","No"
2099,28,"Man","Yes"
1501,1,"Woman","No"
1552,21,"Woman","No"
1400,26,"Man","Yes"
1701,18,"Man","Yes"
1824,20,"Woman","No"
1408,12,"Woman","No"
1373,21,"Woman","No"
1091,19,"Man","No"
1968,26,"Woman","Yes"
1817,24,"Woman","Yes"
1249,19,"Man","No"
1660,26,"Woman","Yes"
1386,20,"Man","No"
1686,19,"Man","Yes"
1852,22,"Man","Yes"
1767,28,"Woman","Yes"
1666,26,"Man","Yes"
1403,15,"Man","No"
964,15,"Woman","No"
1797,15,"Man","No"
1407,25,"Woman","No"
1574,22,"Man","Yes"
1581,22,"Man","Yes"
1585,17,"Woman","No"
1318,16,"Man","No"
1714,16,"Woman","No"
1505,25,"Woman","No"
1086,24,"Man","No"
1649,18,"Man","No"
1221,13,"Man","No"
1249,11,"Woman","No"
1297,16,"Man","No"
646,20,"Man","No"
1540,25,"Woman","No"
1072,17,"Woman","No"
1860,11,"Woman","No"
1851,9,"Man","No"
1090,24,"Man","No"
1140,18,"Woman","No"
1078,10,"Man","No"
1765,29,"Woman","Yes"
2136,21,"Woman","Yes"
2052,22,"Woman","Yes"
1451,27,"Man","Yes"
1032,20,"Man","No"
1533,14,"Woman","No"
1417,8,"Man","No"
978,18,"Man","No"
1295,23,"Man","No"
1532,28,"Man","Yes"
1470,21,"Woman","No"
1892,20,"Man","Yes"
1346,22,"Woman","No"
1947,18,"Man","Yes"
1994,16,"Woman","No"
1813,19,"Man","Yes"
1699,21,"Woman","No"
1402,17,"Woman","No"
1961,17,"Man","Yes"
1200,18,"Woman","No"
900,18,"Woman","No"
1505,20,"Woman","No"
1196,22,"Man","No"
1599,23,"Man","Yes"
2003,27,"Woman","Yes"
1668,24,"Woman","Yes"
1829,25,"Man","Yes"
1684,22,"Man","Yes"
1401,20,"Man","No"
1512,19,"Man","No"
1535,18,"Woman","No"
1455,18,"Woman","No"
1446,15,"Man","No"
2000,11,"Man","No"
2199,18,"Man","Yes"
1625,18,"Woman","No"
1594,24,"Woman","No"
1716,25,"Woman","Yes"
1482,18,"Woman","No"
2246,18,"Man","Yes"
1307,26,"Man","Yes"
1798,27,"Woman","Yes"
1129,19,"Woman","No"
1926,21,"Woman","Yes"
1528,21,"Man","Yes"
1286,19,"Woman","No"
1235,23,"Woman","No"
1226,20,"Man","No"
1164,17,"Man","No"
2330,17,"Man","Yes"
1041,19,"Man","No"
1613,18,"Woman","No"
2007,12,"Man","No"
1664,28,"Woman","Yes"
1454,22,"Woman","No"
1510,21,"Man","Yes"
1640,26,"Man","Yes"
1636,29,"Woman","Yes"
1454,22,"Man","Yes"
1702,24,"Man","Yes"
1551,26,"Woman","Yes"
1253,20,"Woman","No"
1784,26,"Man","Yes"
1484,18,"Woman","No"
1540,24,"Man","Yes"
1824,19,"Man","Yes"
1594,8,"Man","No"
1826,25,"Woman","Yes"
1546,20,"Man","Yes"
2077,12,"Woman","No"
1412,21,"Man","No"
1646,22,"Woman","No"
1482,22,"Man","Yes"
1120,12,"Woman","No"
1186,23,"Man","No"
1088,9,"Woman","No"
1536,15,"Man","No"
1645,4,"Woman","No"
1402,19,"Man","No"
1511,13,"Woman","No"
1243,17,"Man","No"
1318,23,"Woman","No"
1430,14,"Woman","No"
2014,18,"Woman","Yes"
1623,14,"Woman","No"
1640,16,"Woman","No"
1619,24,"Man","Yes"
1557,15,"Man","No"
1233,24,"Man","No"
1229,26,"Woman","No"
1885,23,"Man","Yes"
1617,19,"Woman","No"
1437,19,"Man","No"
2000,16,"Woman","No"
1039,26,"Woman","No"
1374,19,"Woman","No"
1405,15,"Woman","No"
1707,28,"Man","Yes"
1553,22,"Woman","No"
1417,17,"Man","No"
1645,26,"Woman","Yes"
1317,16,"Woman","No"
1523,15,"Man","No"
1798,23,"Woman","Yes"
1252,18,"Man","No"
1662,15,"Woman","No"
783,22,"Woman","No"
1541,17,"Woman","No"
2103,23,"Woman","Yes"
1106,21,"Man","No"
1610,24,"Man","Yes"
2257,20,"Man","Yes"
1228,8,"Woman","No"
1494,23,"Woman","No"
1401,24,"Woman","No"
953,20,"Woman","No"
1402,28,"Woman","Yes"
1012,9,"Man","No"
1723,7,"Woman","No"
1159,17,"Man","No"
1868,19,"Woman","No"
1497,18,"Man","No"
1362,25,"Woman","No"
1222,13,"Man","No"
1417,23,"Man","Yes"
810,21,"Woman","No"
1159,22,"Man","No"
2253,23,"Man","Yes"
1466,13,"Woman","No"
2021,17,"Woman","No"
2045,22,"Woman","Yes"
1166,22,"Woman","No"
1493,22,"Man","Yes"
1304,24,"Woman","No"
1336,14,"Man","No"
1611,15,"Woman","No"
1000,18,"Woman","No"
1384,21,"Man","No"
1333,14,"Man","No"
1439,21,"Woman","No"
1216,16,"Woman","No"
1169,25,"Woman","No"
1594,16,"Man","No"
1919,23,"Woman","Yes"
1481,14,"Woman","No"
1392,22,"Man","No"
1781,16,"Woman","No"
1349,27,"Woman","No"
1685,25,"Man","Yes"
1693,17,"Man","No"
1680,16,"Woman","No"
1191,23,"Woman","No"
1138,12,"Man","No"
1977,23,"Man","Yes"
1253,16,"Man","No"
996,24,"Woman","No"
1279,9,"Woman","No"
1604,20,"Man","Yes"
1414,22,"Woman","No"
1619,28,"Man","Yes"
1847,18,"Woman","No"
1916,21,"Woman","Yes"
1464,26,"Woman","No"
1166,14,"Man","No"
638,21,"Woman","No"
1071,21,"Woman","No"
1293,17,"Woman","No"
1853,23,"Woman","Yes"
1502,23,"Man","Yes"
1511,20,"Man","No"
2172,28,"Man","Yes"
1414,17,"Woman","No"
2042,16,"Man","Yes"
1513,24,"Woman","No"
1537,8,"Woman","No"
1222,26,"Man","Yes"
1542,15,"Woman","No"
1424,10,"Man","No"
1784,23,"Man","Yes"
1353,23,"Man","No"
1668,27,"Woman","Yes"
1547,18,"Woman","No"
1950,20,"Woman","Yes"
1234,16,"Man","No"
1738,16,"Woman","No"
1116,20,"Woman","No"
1572,23,"Woman","No"
1596,15,"Man","No"
1336,16,"Woman","No"
2278,15,"Woman","Yes"
1402,14,"Woman","No"
1488,31,"Woman","Yes"
1319,23,"Woman","No"
1408,15,"Man","No"
1087,12,"Woman","No"
1254,13,"Woman","No"
1199,14,"Woman","No"
1537,25,"Man","Yes"
1677,15,"Woman","No"
1894,16,"Man","Yes"
1353,12,"Man","No"
1605,25,"Woman","Yes"
1260,21,"Woman","No"
1397,21,"Man","No"
989,22,"Woman","No"
1660,28,"Woman","Yes"
1357,27,"Man","Yes"
1351,16,"Man","No"
1196,13,"Man","No"
1721,15,"Man","No"
1324,20,"Woman","No"
1462,20,"Man","No"
1696,18,"Woman","No"
1386,23,"Woman","No"
1657,20,"Woman","No"
1830,14,"Woman","No"
1491,21,"Man","Yes"
883,21,"Man","No"
1428,21,"Man","No"
1697,16,"Man","No"
1207,23,"Man","No"
847,21,"Woman","No"
1231,17,"Woman","No"
1293,21,"Man","No"
1377,22,"Woman","No"
1195,23,"Man","No"
1368,11,"Man","No"
1610,15,"Woman","No"
1074,25,"Woman","No"
1557,14,"Woman","No"
1881,17,"Woman","No"
1810,25,"Woman","Yes"
1188,17,"Woman","No"
1760,22,"Woman","Yes"
1459,27,"Man","Yes"
1575,27,"Man","Yes"
1426,12,"Man","No"
1671,17,"Woman","No"
1790,27,"Man","Yes"
1342,17,"Man","No"
1342,17,"Woman","No"
1614,21,"Woman","No"
1611,30,"Man","Yes"
1400,17,"Woman","No"
1638,18,"Woman","No"
1523,22,"Woman","No"
1538,21,"Man","Yes"
1577,18,"Man","No"
1558,22,"Woman","No"
1429,20,"Man","No"
1604,9,"Man","No"
1692,22,"Woman","No"
1471,15,"Man","No"
1499,16,"Woman","No"
1019,22,"Woman","No"
1273,25,"Woman","No"
1424,20,"Woman","No"
1233,21,"Man","No"
1295,16,"Man","No"
1640,24,"Woman","Yes"
1918,18,"Man","Yes"
1561,25,"Woman","Yes"
1660,12,"Woman","No"
1488,23,"Woman","No"
944,20,"Woman","No"
1567,14,"Woman","No"
2438,15,"Man","Yes"
1640,21,"Man","Yes"
1642,19,"Woman","No"
1603,17,"Woman","No"
963,24,"Woman","No"
969,22,"Man","No"
1957,16,"Man","Yes"
1567,15,"Woman","No"
1261,13,"Man","No"
1340,19,"Woman","No"
1503,7,"Woman","No"
1063,18,"Man","No"
1669,13,"Man","No"
1245,18,"Man","No"
869,20,"Man","No"
1698,14,"Woman","No"
1484,19,"Man","No"
1441,23,"Man","Yes"
1685,24,"Man","Yes"
1380,25,"Woman","No"
1643,20,"Man","Yes"
2268,23,"Man","Yes"
1898,20,"Woman","Yes"
1847,20,"Man","Yes"
1067,16,"Man","No"
812,18,"Woman","No"
1167,21,"Man","No"
2084,21,"Man","Yes"
1040,13,"Man","No"
1264,20,"Man","No"
1359,20,"Man","No"
1187,18,"Woman","No"
1175,9,"Man","No"
994,12,"Man","No"
1752,19,"Woman","No"
1592,21,"Woman","No"
1747,23,"Woman","Yes"
1331,30,"Man","Yes"
1907,14,"Man","Yes"
1330,16,"Woman","No"
2017,13,"Woman","No"
2034,32,"Man","Yes"
1795,11,"Man","No"
1111,17,"Woman","No"
1419,19,"Man","No"
1445,21,"Man","No"
1739,24,"Woman","Yes"
1540,23,"Woman","No"
1393,15,"Man","No"
1062,18,"Woman","No"
1329,25,"Man","Yes"
1776,21,"Man","Yes"
1690,10,"Woman","No"
1588,20,"Woman","No"
765,21,"Woman","No"
1418,22,"Man","No"
2248,14,"Man","Yes"
1566,24,"Man","Yes"
1792,20,"Woman","No"
971,26,"Woman","No"
1311,13,"Man","No"
1812,19,"Man","Yes"
995,24,"Woman","No"
1224,27,"Man","Yes"
1950,13,"Woman","No"
1868,21,"Man","Yes"
1500,20,"Man","No"
1873,8,"Man","No"
1949,17,"Woman","No"
1437,15,"Man","No"
1728,31,"Man","Yes"
1852,17,"Man","Yes"
1167,16,"Man","No"
1640,12,"Man","No"
1034,22,"Man","No"
1540,19,"Woman","No"
1132,27,"Woman","No"
1676,17,"Man","No"
1648,17,"Woman","No"
1515,24,"Man","Yes"
2032,15,"Woman","No"
1890,22,"Woman","Yes"
1819,19,"Man","Yes"
1554,24,"Woman","No"
1263,14,"Woman","No"
1267,21,"Woman","No"
1506,13,"Man","No"
1060,13,"Woman","No"
1379,14,"Man","No"
1366,14,"Woman","No"
1254,22,"Man","No"
1086,14,"Man","No"
1163,23,"Man","No"
1599,13,"Man","No"
1276,22,"Woman","No"
1856,17,"Woman","No"
1352,8,"Woman","No"
1230,15,"Woman","No"
1482,27,"Man","Yes"
1310,18,"Woman","No"
1273,23,"Woman","No"
1215,20,"Woman","No"
1945,10,"Woman","No"
1297,15,"Woman","No"
1907,25,"Man","Yes"
1596,12,"Woman","No"
1145,24,"Man","No"
1360,17,"Man","No"
2395,20,"Man","Yes"
1656,13,"Man","No"
1050,24,"Woman","No"
1221,24,"Woman","No"
1618,18,"Man","No"
1678,29,"Man","Yes"
1611,18,"Man","No"
1483,21,"Man","No"
2012,16,"Woman","No"
1664,18,"Man","No"
1573,28,"Woman","Yes"
930,18,"Woman","No"
1800,17,"Man","Yes"
2331,19,"Woman","Yes"
1107,20,"Man","No"
1472,13,"Woman","No"
1422,15,"Woman","No"
1292,16,"Woman","No"
1900,15,"Man","Yes"
1298,19,"Woman","No"
1594,19,"Woman","No"
1912,20,"Woman","Yes"
1512,16,"Man","No"
1808,17,"Man","Yes"
1754,20,"Man","Yes"
1907,19,"Woman","Yes"
1110,25,"Man","No"
1351,20,"Woman","No"
1672,18,"Man","Yes"
1235,28,"Man","Yes"
1407,17,"Man","No"
1521,21,"Man","Yes"
1446,16,"Man","No"
1451,18,"Man","No"
1673,14,"Man","No"
1738,6,"Woman","No"
1312,19,"Woman","No"
1298,17,"Woman","No"
1626,21,"Man","Yes"
1281,17,"Man","No"
1246,18,"Man","No"
1789,26,"Woman","Yes"
1335,18,"Man","No"
1259,16,"Woman","No"
1482,29,"Man","Yes"
1965,13,"Woman","No"
1551,13,"Man","No"
655,19,"Woman","No"
1464,16,"Woman","No"
1340,20,"Man","No"
1294,18,"Man","No"
1480,13,"Woman","No"
1375,12,"Woman","No"
876,24,"Woman","No"
1358,15,"Woman","No"
1886,21,"Man","Yes"
1524,23,"Man","Yes"
1574,24,"Man","Yes"
1341,19,"Man","No"
1826,21,"Woman","Yes"
1600,10,"Man","No"
1130,22,"Man","No"
2153,11,"Woman","No"
1939,23,"Woman","Yes"
1407,17,"Man","No"
1128,30,"Man","Yes"
1971,22,"Woman","Yes"
1361,16,"Man","No"
2007,25,"Man","Yes"
1683,20,"Woman","No"
1223,23,"Man","No"
1275,17,"Woman","No"
1824,25,"Woman","Yes"
1782,20,"Man","Yes"
1313,23,"Woman","No"
1531,30,"Woman","Yes"
1692,22,"Man","Yes"
1492,11,"Man","No"
1343,20,"Man","No"
1337,14,"Woman","No"
1164,15,"Man","No"
1252,9,"Man","No"
1159,17,"Woman","No"
1366,14,"Man","No"
1735,26,"Woman","Yes"
1462,31,"Woman","Yes"
1385,15,"Woman","No"
1462,21,"Woman","No"
1379,12,"Woman","No"
1343,4,"Woman","No"
1708,14,"Man","No"
1845,17,"Man","Yes"
1535,20,"Woman","No"
1904,29,"Man","Yes"
1585,23,"Woman","No"
941,19,"Man","No"
1803,7,"Man","No"
1368,28,"Man","Yes"
1332,20,"Woman","No"
1879,23,"Woman","Yes"
1533,14,"Man","No"
1440,25,"Man","Yes"
1323,19,"Man","No"
1118,24,"Woman","No"
1173,13,"Man","No"
1671,20,"Man","Yes"
1816,12,"Woman","No"
1635,13,"Woman","No"
1616,23,"Woman","No"
1702,25,"Man","Yes"
1446,27,"Woman","Yes"
1128,23,"Man","No"
1435,27,"Man","Yes"
1249,31,"Woman","Yes"
1482,26,"Man","Yes"
1470,20,"Woman","No"
1644,18,"Man","No"
1267,25,"Man","Yes"
1734,18,"Woman","No"
1732,29,"Man","Yes"
1387,29,"Woman","Yes"
2230,24,"Man","Yes"
2035,26,"Man","Yes"
1812,29,"Man","Yes"
1513,17,"Man","No"
1404,18,"Woman","No"
1306,22,"Woman","No"
1990,14,"Man","Yes"
1670,17,"Woman","No"
1388,24,"Woman","No"
1751,25,"Woman","Yes"
2073,16,"Woman","No"
1336,24,"Woman","No"
1262,17,"Man","No"
1559,13,"Woman","No"
1011,19,"Man","No"
1003,19,"Woman","No"
710,20,"Woman","No"
1421,26,"Man","Yes"
929,16,"Man","No"
1689,12,"Man","No"
1754,22,"Man","Yes"
755,24,"Man","No"
1252,20,"Woman","No"
1746,22,"Woman","Yes"
1728,13,"Woman","No"
1577,17,"Man","No"
1605,17,"Woman","No"
1002,22,"Man","No"
676,28,"Woman","No"
1261,19,"Man","No"
1051,24,"Man","No"
1938,15,"Man","Yes"
925,15,"Woman","No"
1759,23,"Woman","Yes"
1337,21,"Man","No"
1524,14,"Man","No"
1655,21,"Man","Yes"
1844,17,"Woman","No"
1078,22,"Woman","No"
1555,23,"Woman","No"
1082,24,"Man","No"
1589,17,"Woman","No"
906,23,"Woman","No"
1184,25,"Man","No"
927,19,"Man","No"
1861,11,"Woman","No"
1444,25,"Woman","No"
1558,28,"Woman","Yes"
1589,19,"Man","No"
1292,22,"Woman","No"
1664,17,"Woman","No"
1216,18,"Man","No"
1778,21,"Woman","No"
981,17,"Man","No"
1082,20,"Man","No"
1767,16,"Man","No"
1605,16,"Woman","No"
1810,22,"Man","Yes"
1404,19,"Woman","No"
837,18,"Man","No"
1647,21,"Woman","No"
1169,17,"Woman","No"
1645,11,"Man","No"
827,23,"Woman","No"
1411,24,"Man","Yes"
1607,10,"Man","No"
1492,16,"Man","No"
987,25,"Man","No"
1513,21,"Man","Yes"
1179,16,"Woman","No"
1097,18,"Man","No"
1628,16,"Woman","No"
1862,22,"Man","Yes"
1254,27,"Woman","No"
1192,30,"Woman","No"
1646,25,"Woman","Yes"
1771,11,"Woman","No"
1426,16,"Man","No"
1230,16,"Man","No"
1611,18,"Woman","No"
1407,22,"Woman","No"
1379,20,"Man","No"
1468,16,"Woman","No"
1693,8,"Man","No"
1429,16,"Woman","No"
1214,28,"Woman","No"
1200,24,"Woman","No"
1741,24,"Man","Yes"
2090,29,"Man","Yes"
1083,22,"Woman","No"
2226,19,"Man","Yes"
1445,22,"Woman","No"
1151,25,"Man","No"
1281,20,"Woman","No"
1155,21,"Man","No"
1713,14,"Woman","No"
1889,16,"Man","Yes"
1857,19,"Woman","No"
1319,15,"Man","No"
2101,29,"Woman","Yes"
1872,27,"Woman","Yes"
1015,15,"Woman","No"
1890,16,"Man","Yes"
1627,18,"Man","No"
1763,12,"Man","No"
1283,21,"Woman","No"
1562,22,"Woman","No"
1240,18,"Man","No"
1432,21,"Man","No"
1757,24,"Woman","Yes"
1274,20,"Man","No"
1622,24,"Man","Yes"
1501,15,"Woman","No"
1329,22,"Man","No"
1375,19,"Woman","No"
1839,26,"Man","Yes"
1453,13,"Man","No"
1583,7,"Man","No"
1661,8,"Woman","No"
1562,13,"Man","No"
2102,22,"Man","Yes"
1573,20,"Man","Yes"
1792,11,"Man","No"
1741,25,"Man","Yes"
1396,30,"Woman","Yes"
1511,24,"Woman","No"
1291,24,"Woman","No"
1564,10,"Man","No"
1447,28,"Man","Yes"
1236,14,"Man","No"
1010,18,"Man","No"
1804,15,"Man","No"
1529,25,"Man","Yes"
1396,19,"Woman","No"
1704,20,"Man","Yes"
1632,13,"Woman","No"
1891,22,"Man","Yes"
1703,17,"Man","No"
1081,23,"Woman","No"
1646,22,"Man","Yes"
2004,23,"Woman","Yes"
1278,23,"Woman","No"
982,17,"Woman","No"
1313,29,"Woman","Yes"
1459,13,"Man","No"
1304,9,"Man","No"
1957,26,"Woman","Yes"
1663,27,"Woman","Yes"
1431,12,"Man","No"
1247,22,"Woman","No"
1843,17,"Man","Yes"
1562,18,"Woman","No"
1196,20,"Woman","No"
1339,7,"Man","No"
1655,28,"Woman","Yes"
1392,15,"Man","No"
1755,21,"Man","Yes"
1723,24,"Woman","Yes"
1424,21,"Woman","No"
1781,27,"Man","Yes"
1496,23,"Woman","No"
1116,31,"Man","Yes"
1157,23,"Woman","No"
1459,23,"Man","Yes"
1819,24,"Woman","Yes"
1615,18,"Man","No"
1568,17,"Woman","No"
1974,14,"Man","Yes"
1038,21,"Man","No"
1612,25,"Man","Yes"
1051,27,"Woman","No"
1170,19,"Man","No"
2007,30,"Woman","Yes"
1710,16,"Man","No"
1579,23,"Woman","No"
1343,11,"Woman","No"
1849,19,"Man","Yes"
1491,21,"Man","Yes"
1595,6,"Woman","No"
1555,14,"Woman","No"
1468,17,"Woman","No"
1701,19,"Woman","No"
1814,20,"Man","Yes"
1130,20,"Woman","No"
2247,11,"Man","Yes"
1505,16,"Woman","No"
1729,14,"Woman","No"
1458,19,"Man","No"
1950,16,"Man","Yes"
1084,21,"Woman","No"
1897,13,"Woman","No"
1654,25,"Man","Yes"
1302,17,"Woman","No"
2011,18,"Woman","Yes"
1928,22,"Man","Yes"
1465,17,"Woman","No"
1503,18,"Woman","No"
1625,9,"Woman","No"
1464,14,"Woman","No"
1553,19,"Man","No"
1369,18,"Woman","No"
986,17,"Woman","No"
1285,13,"Woman","No"
1150,22,"Man","No"
1396,18,"Woman","No"
1731,22,"Man","Yes"
1569,17,"Woman","No"
1469,21,"Woman","No"
1710,19,"Man","Yes"
1722,26,"Woman","Yes"
1757,20,"Man","Yes"
1343,19,"Man","No"
1596,13,"Woman","No"
1419,28,"Man","Yes"
1346,15,"Woman","No"
1390,20,"Woman","No"
1529,12,"Woman","No"
1369,17,"Woman","No"
1305,12,"Woman","No"
1267,17,"Woman","No"
1513,13,"Man","No"
1705,18,"Man","Yes"
1135,32,"Woman","Yes"
1591,18,"Woman","No"
1912,8,"Woman","No"
1484,15,"Woman","No"
1366,25,"Man","Yes"
1113,25,"Woman","No"
1459,18,"Woman","No"
1913,26,"Man","Yes"
1405,19,"Woman","No"
1162,24,"Man","No"
1376,18,"Woman","No"
1591,21,"Man","Yes"
773,12,"Man","No"
980,14,"Woman","No"
2013,23,"Man","Yes"
1813,16,"Woman","No"
1402,15,"Man","No"
1052,11,"Woman","No"
1537,13,"Woman","No"
2031,8,"Man","No"
1174,21,"Man","No"
2108,25,"Woman","Yes"
1934,17,"Man","Yes"
1396,24,"Woman","No"
1355,12,"Woman","No"
1606,15,"Man","No"
1084,16,"Woman","No"
1497,22,"Woman","No"
1673,20,"Woman","No"
1689,19,"Woman","No"
1510,19,"Woman","No"
1752,22,"Woman","Yes"
1353,17,"Man","No"
1598,23,"Woman","No"
1534,12,"Man","No"
1392,16,"Man","No"
1710,31,"Man","Yes"
1270,11,"Woman","No"
1143,18,"Man","No"
1159,23,"Man","No"
2248,22,"Man","Yes"
1482,19,"Man","No"
1499,24,"Woman","No"
1546,26,"Man","Yes"
1531,26,"Woman","Yes"
1331,19,"Man","No"
1209,14,"Woman","No"
1676,26,"Woman","Yes"
2235,23,"Man","Yes"
1787,15,"Man","No"
2008,30,"Man","Yes"
1166,27,"Man","Yes"
1163,13,"Woman","No"
1773,20,"Man","Yes"
1455,12,"Man","No"
1516,23,"Man","Yes"
1895,16,"Woman","No"
944,18,"Man","No"
1422,13,"Man","No"
1375,23,"Man","Yes"
1578,23,"Man","Yes"
1817,20,"Woman","No"
1889,18,"Man","Yes"
1675,10,"Man","No"
1445,15,"Woman","No"
1264,14,"Man","No"
1566,27,"Man","Yes"
1279,17,"Man","No"
1689,22,"Woman","No"
1262,17,"Woman","No"
1190,21,"Woman","No"
890,15,"Woman","No"
1666,14,"Woman","No"
1668,21,"Man","Yes"
2255,28,"Man","Yes"
1122,24,"Man","No"
1731,16,"Man","No"
1637,20,"Man","Yes"
1532,21,"Man","Yes"
1060,23,"Man","No"
1768,16,"Man","No"
954,24,"Woman","No"
1822,20,"Man","Yes"
1597,23,"Woman","No"
1415,15,"Woman","No"
1729,10,"Man","No"
1576,21,"Woman","No"
1494,14,"Woman","No"
1390,16,"Woman","No"
1101,26,"Woman","No"
987,23,"Woman","No"
1344,23,"Man","No"
1824,16,"Woman","No"
1125,14,"Woman","No"
1413,16,"Man","No"
1482,21,"Man","No"
1454,17,"Woman","No"
1634,23,"Woman","No"
977,29,"Man","No"
1441,27,"Man","Yes"
1200,26,"Man","Yes"
1613,24,"Man","Yes"
1182,15,"Woman","No"
1355,19,"Man","No"
1137,23,"Man","No"
1679,17,"Woman","No"
1824,15,"Man","No"
1155,28,"Woman","No"
1421,15,"Man","No"
1356,19,"Man","No"
1653,14,"Woman","No"
1318,22,"Man","No"
1545,23,"Man","Yes"
1499,18,"Woman","No"
1191,27,"Man","Yes"
1892,20,"Man","Yes"
1858,24,"Man","Yes"
2286,18,"Woman","Yes"
1994,17,"Man","Yes"
1385,23,"Woman","No"
1901,22,"Woman","Yes"
1589,28,"Man","Yes"
1652,26,"Woman","Yes"
1584,21,"Man","Yes"
1941,8,"Man","No"
1372,21,"Man","No"
1143,19,"Woman","No"
1491,15,"Woman","No"
1498,19,"Woman","No"
1721,27,"Man","Yes"
1563,18,"Woman","No"
1367,17,"Woman","No"
1362,21,"Man","No"
1462,28,"Woman","Yes"
1773,19,"Woman","No"
1476,12,"Man","No"
1079,13,"Woman","No"
1524,13,"Man","No"
1524,20,"Man","No"
1185,14,"Woman","No"
1530,21,"Man","Yes"
1517,15,"Man","No"
1238,16,"Man","No"
2127,21,"Man","Yes"
